,Address,Location,Date of sale,Boarea (m²),Total Area (m²),Rooms,Plot Area (m²),Closing price (kr)
230,Hagtornsvägen 1,"Diseröd,          Kungälvs kommun",16 maj 2022,120.0,227.0,7.0,788 ,4650000.0
231,Ulvesund 403,"Ytterby,          Kungälvs kommun",16 maj 2022,42.0,,,287 ,2400000.0
232,Glose 360,"Bohuslän,          Kungälvs kommun",16 maj 2022,75.0,,4.0,2 280 ,3250000.0
233,Skålgropsgatan 16,"Ytterby,          Kungälvs kommun",15 maj 2022,120.0,,5.0,249 ,4800000.0
234,Fredrik Bagges gata 9,"Koön, Marstrand,          Kungälvs kommun",14 maj 2022,135.0,,6.0,979 ,9500000.0
235,Åsebyberg 870,"Åsebyberg,          Kungälvs kommun",13 maj 2022,117.0,189.0,4.0,2 667 ,4900000.0
236,Aspvägen 8,"Ytterby,          Kungälvs kommun",12 maj 2022,130.0,220.0,5.0,602 ,6210000.0
237,Hällristningsgatan 12,"Ytterby,          Kungälvs kommun",11 maj 2022,107.0,,,560 ,5275000.0
238,Klockarvägen 4,"Romelanda,          Kungälvs kommun",9 maj 2022,154.0,,6.0,561 ,5000000.0
239,Sjöhåla strandväg 36,"Kovikshamn,          Kungälvs kommun",8 maj 2022,179.0,,6.0,1 720 ,6900000.0
240,Duvesjön 304,"Kungälv,          Kungälvs kommun",6 maj 2022,124.0,,4.0,1 180 ,5600000.0
241,Holm 280,"Kärna,          Kungälvs kommun",3 maj 2022,65.0,,3.0,1 893 ,3300000.0
242,Bräcke 220,"Kärna,          Kungälvs kommun",29 april 2022,120.0,,6.0,1 565 ,5250000.0
243,Sundhammarsvägen 790,"Kovikshamn/Sundhammar,          Kungälvs kommun",28 april 2022,78.0,,3.0,1 156 ,3625000.0
244,Vävra 433,"Hålta,          Kungälvs kommun",27 april 2022,198.0,,6.0,1 729 ,6275000.0
245,Grepvägen 393,"Ullstorp,          Kungälvs kommun",27 april 2022,148.0,,5.0,477 ,7000000.0
246,Torsbyvägen 50,"Ytterby,          Kungälvs kommun",27 april 2022,101.0,150.0,4.0,4 904 ,5550000.0
247,Dösebacka 150,"Romelanda,          Kungälvs kommun",26 april 2022,95.0,,2.0,1 600 ,4950000.0
248,Åsebyberg 855,"Åsebyberg,          Kungälvs kommun",25 april 2022,129.0,147.0,5.0,4 105 ,5000000.0
249,Lingonvägen 16,"Centralt,          Kungälvs kommun",25 april 2022,134.0,,5.0,381 ,5800000.0
250,Staby 375,"Kärna,          Kungälvs kommun",24 april 2022,129.0,,6.0,1 558 ,5400000.0
251,Granvägen 7,"Ytterby,          Kungälvs kommun",24 april 2022,100.0,154.0,4.0,623 ,5300000.0
252,Årsnäs 460,"Kungälv - Årsnäs,          Kungälvs kommun",22 april 2022,40.0,,3.0,2 393 ,3600000.0
253,Trankärr 223,"Trankärr,          Kungälvs kommun",16 april 2022,,,6.0,958 ,5850000.0
254,Marieberg 210,"Kungälv,          Kungälvs kommun",14 april 2022,120.0,154.0,5.0,3 245 ,3150000.0
255,Dotorp 260,"Kungälv - Kärna,          Kungälvs kommun",14 april 2022,162.0,171.0,6.0,2 003 ,4775000.0
256,Högalidsgatan 12,"Centralt vid älven,          Kungälvs kommun",13 april 2022,139.0,211.0,7.0,816 ,6450000.0
257,Kodevägen 15,"Kode,          Kungälvs kommun",13 april 2022,147.0,270.0,6.0,1 301 ,4525000.0
258,Kungälvsvägen 27,"Grinden,          Kungälvs kommun",13 april 2022,133.0,,6.0,243 ,4950000.0
259,Onyxvägen 1,"Kode,          Kungälvs kommun",13 april 2022,155.0,,7.0,818 ,4400000.0
260,Kärnavägen 7,"Kärna,          Kungälvs kommun",4 april 2022,97.0,230.0,7.0,786 ,3995000.0
261,Åsebyberg 735,"Kode,          Kungälvs kommun",3 april 2022,158.0,179.0,5.0,1 362 ,6200000.0
262,Lagvägen 4,"Ytterby,          Kungälvs kommun",30 mars 2022,129.0,149.0,5.0,816 ,5630000.0
263,Marielundsvägen 12,"Koön,          Kungälvs kommun",30 mars 2022,74.0,,3.0,854 ,5400000.0
264,Gräsgången 5,"Kungälv,          Kungälvs kommun",30 mars 2022,121.0,,4.0,343 ,4600000.0
265,Åsebyberg 883,"Åsebyberg,          Kungälvs kommun",30 mars 2022,96.0,,4.0,,4630000.0
266,Åsebyberg 755,"Kode,          Kungälvs kommun",25 mars 2022,75.0,115.0,3.0,961 ,3900000.0
267,Västra Strandgatan 3,"Centralt vid älven,          Kungälvs kommun",25 mars 2022,111.0,172.0,5.0,650 ,6000000.0
268,Matskärsvägen 6,"Tjuvkil,          Kungälvs kommun",17 mars 2022,155.0,174.0,7.0,521 ,6300000.0
269,Prejelvägen 103,"Ullstorp,          Kungälvs kommun",16 mars 2022,106.0,,4.0,372 ,5380000.0
270,Vävra 425,"Tjuvkil/ Lycke,          Kungälvs kommun",15 mars 2022,165.0,215.0,,1 193 ,7650000.0
271,Briljantvägen 30,"Kode,          Kungälvs kommun",15 mars 2022,143.0,,5.0,520 ,5400000.0
272,Hallsbergsvägen 12,"Kode,          Kungälvs kommun",15 mars 2022,150.0,165.0,6.0,1 639 ,5800000.0
273,Rönnvägen 22,"Romelanda,          Kungälvs kommun",11 mars 2022,108.0,178.0,6.0,823 ,5000000.0
274,Galärgatan 8,"Centrum,          Kungälvs kommun",10 mars 2022,119.0,181.0,5.0,655 ,4700000.0
275,Bergkristallvägen 3,"Kode,          Kungälvs kommun",10 mars 2022,125.0,134.0,5.0,527 ,5460000.0
276,Storskiftegatan 17,"Övre Tega,          Kungälvs kommun",10 mars 2022,111.0,,4.0,165 ,4600000.0
277,Dammen 135,"Kode,          Kungälvs kommun",9 mars 2022,90.0,110.0,4.0,4 698 ,3200000.0
278,Rondan 19,"Ödsmålsmosse,          Kungälvs kommun",9 mars 2022,60.0,120.0,4.0,1 927 ,5400000.0
279,Tvetgatan 289,"Bohuslän,          Kungälvs kommun",9 mars 2022,130.0,139.0,5.0,127 ,4440000.0
280,Marias väg 35,"Aröd,          Kungälvs kommun",7 mars 2022,70.0,,3.0,1 225 ,3450000.0
281,Thorilds gränd 12,"Centralt,          Kungälvs kommun",6 mars 2022,83.0,,6.0,470 ,8000000.0
282,Västra gatan 31,"Gamla Staden,          Kungälvs kommun",4 mars 2022,262.0,,9.0,636 ,8800000.0
283,Östergårdsgatan 20,"Ytterby,          Kungälvs kommun",3 mars 2022,133.0,198.0,6.0,1 154 ,5720000.0
284,Glose 660,"Kärna,          Kungälvs kommun",3 mars 2022,60.0,,3.0,1 703 ,3330000.0
285,Ivar Claessons gata 10,"Kungälv - Centralt,          Kungälvs kommun",3 mars 2022,105.0,158.0,5.0,967 ,5300000.0
286,Häljeröd 170,"Romelanda,          Kungälvs kommun",24 februari 2022,102.0,150.0,4.0,13 432 ,5750000.0
287,Hallsbergsvägen 7,"Kode,          Kungälvs kommun",21 februari 2022,172.0,257.0,7.0,3 363 ,5450000.0
288,Grandalen 200,"Romelanda,          Kungälvs kommun",19 februari 2022,115.0,136.0,4.0,1 937 ,4290000.0
289,Fontinvägen 23,"Centralt,          Kungälvs kommun",18 februari 2022,168.0,243.0,6.0,1 402 ,5900000.0
290,Lefstadvägen 35,"Kärna,          Kungälvs kommun",17 februari 2022,127.0,188.0,5.0,1 255 ,5700000.0
291,Munkegärdegatan 321A,"Munkegärde,          Kungälvs kommun",16 februari 2022,99.0,,,357 ,4905000.0
292,Åkerhög 394,"Vedhall,          Kungälvs kommun",14 februari 2022,148.0,,4.0,1 262 ,7250000.0
293,Åsebyberg 868,"Bohuslän,          Kungälvs kommun",12 februari 2022,154.0,,7.0,4 234 ,6400000.0
294,Signehög 360,"Bohuslän,          Kungälvs kommun",9 februari 2022,78.0,146.0,4.0,2 771 ,3825000.0
295,Hammarberg 895,"Kode,          Kungälvs kommun",8 februari 2022,67.0,,,1 997 ,3360000.0
296,Sundhammarsvägen 480,"Kovikshamn/Sundhammar,          Kungälvs kommun",3 februari 2022,167.0,180.0,5.0,2 290 ,6475000.0
297,Gamla Kungälvsvägen 9,"Ytterby,          Kungälvs kommun",28 januari 2022,65.0,153.0,4.0,1 000 ,5555000.0
298,Murhammarvägen 17,"Kareby,          Kungälvs kommun",28 januari 2022,168.0,,6.0,2 496 ,7300000.0
299,Mjölnarvägen 3,"Diseröd,          Kungälvs kommun",27 januari 2022,137.0,,5.0,534 ,4500000.0
300,Häroldsgatan 5,"Centrum,          Kungälvs kommun",26 januari 2022,141.0,,7.0,799 ,5700000.0
301,Långåkersgatan 6,"Centralt,          Kungälvs kommun",25 januari 2022,140.0,176.0,5.0,733 ,7000000.0
302,Västerhöjdsvägen 111,"Kärna,          Kungälvs kommun",24 januari 2022,103.0,,5.0,423 ,2500000.0
303,Valtersäng 11,"Trankärr,          Kungälvs kommun",22 januari 2022,162.0,,4.0,808 ,6150000.0
304,Skvaltvägen 3,"Diseröd,          Kungälvs kommun",21 januari 2022,180.0,325.0,8.0,1 352 ,5975000.0
305,Trätäljagatan 7,"Iskällan,          Kungälvs kommun",19 januari 2022,142.0,284.0,7.0,1 037 ,7550000.0
306,Snäckvägen 16,"Rörtången/ödsmålsmosse,          Kungälvs kommun",18 januari 2022,62.0,,2.0,1 801 ,3144000.0
307,Hemvägen 21,"Diseröd,          Kungälvs kommun",18 januari 2022,108.0,140.0,4.0,384 ,4050000.0
308,Ödsmål 540,"Rörtången,          Kungälvs kommun",11 januari 2022,65.0,96.0,4.0,916 ,3850000.0
309,Lagvägen 17,"Ytterby,          Kungälvs kommun",8 januari 2022,164.0,,5.0,597 ,5850000.0
310,Mariebergsliden 5,"Öster,          Kungälvs kommun",7 januari 2022,277.0,368.0,7.0,589 ,10000000.0
311,Älvängen 180,"Harestad,          Kungälvs kommun",30 december 2021,75.0,133.0,4.0,1 631 ,4150000.0
312,Mossvägen 24,"Hålta,          Kungälvs kommun",22 december 2021,72.0,,3.0,1 068 ,3500000.0
313,Galeasgatan 6,"Komarken,          Kungälvs kommun",21 december 2021,100.0,,3.0,296 ,4000000.0
314,Stenåldersgatan 50,"Stället,          Kungälvs kommun",14 december 2021,110.0,,5.0,221 ,4900000.0
315,Munkegärdegatan  310,"Munkegärde,          Kungälvs kommun",9 december 2021,146.0,,6.0,622 ,6110000.0
316,Stora Ryr 310,"Tjuvkil/ Lycke,          Kungälvs kommun",8 december 2021,106.0,161.0,5.0,1 239 ,3695000.0
317,Mårdgatan 11,"Klöverbacken - Olseröd,          Kungälvs kommun",7 december 2021,166.0,178.0,5.0,367 ,6310000.0
318,Ulvebackegatan 3,"Ulvegärde,          Kungälvs kommun",6 december 2021,129.0,173.0,4.0,927 ,4600000.0
319,Plogvägen 187,"Ullstorp,          Kungälvs kommun",3 december 2021,122.0,128.0,5.0,406 ,5600000.0
320,Galärgatan 1,"Centralt vid älven,          Kungälvs kommun",3 december 2021,104.0,108.0,4.0,762 ,3900000.0
321,Korpedalsvägen 13,"Aröd/Timmervik,          Kungälvs kommun",1 december 2021,47.0,87.0,2.0,1 179 ,2850000.0
322,Grindstolpen 21,"Ytterby,          Kungälvs kommun",30 november 2021,,,3.0,,3950000.0
323,Hanekullen 200,"Kareby,          Kungälvs kommun",29 november 2021,114.0,,4.0,1 673 ,4200000.0
324,Fontinvägen 13,"Bohuslän,          Kungälvs kommun",28 november 2021,120.0,230.0,4.0,1 167 ,6960500.0
325,Kyrkeby 300,"Harestad,          Kungälvs kommun",26 november 2021,114.0,231.0,6.0,1 402 ,4170000.0
326,Parkgatan 21,"Marstrand - Koön,          Kungälvs kommun",25 november 2021,113.0,189.0,7.0,592 ,6100000.0
327,Bäckgatan 38,"Centrum,          Kungälvs kommun",25 november 2021,108.0,168.0,7.0,607 ,6670000.0
328,Bärtas väg 7,"Kode,          Kungälvs kommun",23 november 2021,53.0,,2.0,1 792 ,2950000.0
329,Lundby 380,"Kareby,          Kungälvs kommun",18 november 2021,140.0,,,1 818 ,5200000.0
330,Nygatan 36,"Marstrand,          Kungälvs kommun",17 november 2021,118.0,148.0,4.0,146 ,5900000.0
331,Hammarberg 840,"Kode,          Kungälvs kommun",17 november 2021,82.0,96.0,3.0,1 893 ,3420000.0
332,Duvesjön 360,"Duvesjön,          Kungälvs kommun",16 november 2021,,,4.0,968 ,4600000.0
333,Vallgatan 3,"Kungälv - Centralt,          Kungälvs kommun",15 november 2021,65.0,126.0,5.0,495 ,5800000.0
334,Vallby 210,"Kode,          Kungälvs kommun",12 november 2021,70.0,,3.0,1 260 ,2550000.0
335,Dotorp 470,"Kärna,          Kungälvs kommun",12 november 2021,127.0,,4.0,18 448 ,6495000.0
336,Prästvägen,"Bohuslän,          Kungälvs kommun",11 november 2021,,,,24 755 ,1725000.0
337,Bremnäs 400,"Lycke,          Kungälvs kommun",10 november 2021,130.0,,4.0,2 562 ,5800000.0
338,Hammarhöjden 680,"Kode,          Kungälvs kommun",10 november 2021,100.0,,5.0,1 059 ,3650000.0
339,Stenhålt 124,"Romelanda,          Kungälvs kommun",5 november 2021,163.0,,7.0,1 668 ,5600000.0
340,Veneröd 430,"Hålta,          Kungälvs kommun",4 november 2021,92.0,,4.0,1 376 ,3825000.0
341,Poppelvägen 1,"Diseröd,          Kungälvs kommun",4 november 2021,138.0,,5.0,788 ,4300000.0
342,Hammarhöjden 695,"Kode,          Kungälvs kommun",3 november 2021,92.0,,3.0,1 053 ,3600000.0
343,Grindklykan 7,"Grinden,          Kungälvs kommun",3 november 2021,114.0,121.0,4.0,392 ,5095000.0
344,Oxelvägen 24,"Diseröd,          Kungälvs kommun",30 oktober 2021,139.0,,6.0,404 ,4000000.0
345,Granliden 9,"Vedhall,          Kungälvs kommun",30 oktober 2021,181.0,206.0,5.0,678 ,9550000.0
346,Dalen 150,"Kärna,          Kungälvs kommun",29 oktober 2021,154.0,,6.0,1 052 ,5065000.0
347,Östra gatan 43,"Bohuslän,          Kungälvs kommun",28 oktober 2021,134.0,165.0,5.0,"1 403,6 ",5600000.0
348,Hamngatan 1,"Centralt vid älven,          Kungälvs kommun",27 oktober 2021,136.0,219.0,6.0,617 ,6010000.0
349,Kaprifolvägen 6,"Kärna,          Kungälvs kommun",26 oktober 2021,128.0,,5.0,524 ,4800000.0
350,Olserödsgatan 16,"Olseröd,          Kungälvs kommun",26 oktober 2021,118.0,,5.0,238 ,4300000.0
351,Lundby 330,"Kungälv - Kareby,          Kungälvs kommun",20 oktober 2021,123.0,156.0,4.0,1 870 ,4175000.0
352,Tega 190,"Ytterby,          Kungälvs kommun",20 oktober 2021,223.0,352.0,9.0,1 154 ,4500000.0
353,Prästvägen 721,"Diseröd,          Kungälvs kommun",19 oktober 2021,210.0,270.0,7.0,1 096 ,5900000.0
354,Guntorpsvägen 12,"Kode,          Kungälvs kommun",14 oktober 2021,139.0,209.0,8.0,1 039 ,4130000.0
355,Vetegången 15,"Centrum,          Kungälvs kommun",13 oktober 2021,124.0,,4.0,403 ,4800000.0
356,Vävra 470,"Hålta,          Kungälvs kommun",12 oktober 2021,160.0,170.0,5.0,3 244 ,3750000.0
357,Källeröd 140,"Kareby,          Kungälvs kommun",6 oktober 2021,103.0,246.0,7.0,1 769 ,6000000.0
358,Lingonvägen 24,"Munkegärde,          Kungälvs kommun",6 oktober 2021,142.0,,6.0,334 ,5650000.0
359,Rishammarvägen 14,"Kareby,          Kungälvs kommun",6 oktober 2021,168.0,252.0,5.0,795 ,6500000.0
360,Tyftervägen 30,"Diseröd,          Kungälvs kommun",1 oktober 2021,61.0,101.0,6.0,1 683 ,2700000.0
361,Västra Strandgatan 1,"Kungälv - Centrum,          Kungälvs kommun",1 oktober 2021,120.0,178.0,6.0,640 ,6175000.0
362,Bremnäs 520,"Lycke,          Kungälvs kommun",1 oktober 2021,44.0,,3.0,3 048 ,2675000.0
363,Halleravägen 2,"Kärna,          Kungälvs kommun",30 september 2021,83.0,,4.0,1 183 ,5561000.0
364,Prästvägen 395,"Kareby,          Kungälvs kommun",30 september 2021,212.0,,6.0,4 712 ,7200000.0
365,Holmängen 150,"Kärna,          Kungälvs kommun",30 september 2021,117.0,177.0,4.0,1 276 ,5400000.0
366,Broberg 190,"Kungälv - Lycke,          Kungälvs kommun",29 september 2021,67.0,,4.0,1 755 ,2075000.0
367,Hallbjörtorp 500,"Kärna,          Kungälvs kommun",27 september 2021,162.0,,6.0,2 752 ,6150000.0
368,Bokvägen 5,"Centrum,          Kungälvs kommun",25 september 2021,89.0,178.0,5.0,636 ,6800000.0
369,Byvägen 38,"Rörtången/ödsmålsmosse,          Kungälvs kommun",24 september 2021,30.0,,5.0,1 266 ,2680000.0
370,Safirvägen 5,"Kode,          Kungälvs kommun",24 september 2021,187.0,,7.0,765 ,4720000.0
371,Skårby 590,"Kareby,          Kungälvs kommun",21 september 2021,107.0,117.0,4.0,1 132 ,4300000.0
372,Skårby station 470,"Kungälv - Kareby,          Kungälvs kommun",20 september 2021,35.0,,2.0,1 501 ,1250000.0
373,Älggatan 20,"Klöverbacken - Olseröd,          Kungälvs kommun",17 september 2021,95.0,,4.0,,4120000.0
374,Målardalen 210,"Kode,          Kungälvs kommun",16 september 2021,130.0,156.0,9.0,3 056 ,3325000.0
375,Ingegatan 6R,"Komarken,          Kungälvs kommun",16 september 2021,149.0,220.0,7.0,152 ,5000000.0
376,Häljeröd 385,"Romelanda,          Kungälvs kommun",16 september 2021,201.0,,5.0,2 639 ,5825000.0
377,Halleravägen 17,"Kovikshamn,          Kungälvs kommun",15 september 2021,74.0,92.0,4.0,1 215 ,5110000.0
378,Skolstigen 4,"Kungälv - Centralt,          Kungälvs kommun",14 september 2021,174.0,248.0,7.0,763 ,6700000.0
379,Toreby 390,"Harestad-Toreby,          Kungälvs kommun",13 september 2021,115.0,193.0,5.0,1 819 ,4720000.0
380,Skårby station 520,"Kareby,          Kungälvs kommun",11 september 2021,124.0,161.0,5.0,1 060 ,4445000.0
381,Kulperödsvägen 39,"Hålta,          Kungälvs kommun",8 september 2021,129.0,,4.0,1 192 ,2800000.0
382,Kastellegårdsvägen 240,"Kastellegården,          Kungälvs kommun",8 september 2021,108.0,163.0,4.0,1 391 ,4210000.0
383,Kareby kyrkväg 320,"Bohuslän,          Kungälvs kommun",8 september 2021,110.0,190.0,5.0,1 395 ,4725000.0
384,Munkegärdegatan 231,"Munkegärde,          Kungälvs kommun",6 september 2021,155.0,195.0,6.0,726 ,6190000.0
385,Lievägen 226,"Kungälv,          Kungälvs kommun",6 september 2021,149.0,,5.0,392 ,6400000.0
386,Betesgatan 14,"Ytterby,          Kungälvs kommun",5 september 2021,170.0,180.0,6.0,752 ,7475000.0
387,Broberg 130,"Lycke,          Kungälvs kommun",3 september 2021,133.0,,5.0,2 400 ,4995000.0
388,Matskärsvägen 36,"Tjuvkil,          Kungälvs kommun",2 september 2021,60.0,,3.0,1 077 ,3125000.0
389,Hermansby 150,"Kärna,          Kungälvs kommun",2 september 2021,110.0,220.0,6.0,2 397 ,5600000.0
390,Torsbyvägen 10F,"Ytterby,          Kungälvs kommun",1 september 2021,126.0,,5.0,234 ,3470000.0
391,Poppelvägen 3,"Diseröd,          Kungälvs kommun",1 september 2021,106.0,154.0,5.0,800 ,4600000.0
392,Kärrhed 177,"Kärna,          Kungälvs kommun",31 augusti 2021,150.0,,7.0,1 429 ,5550000.0
393,Domsvägen 5,"Ytterby,          Kungälvs kommun",30 augusti 2021,95.0,140.0,6.0,1 043 ,5775000.0
394,Ulvesund 414,"Hisingen,          Kungälvs kommun",27 augusti 2021,44.0,,,744 ,1625000.0
395,Älggatan 16,"Klöverbacken - Olseröd,          Kungälvs kommun",27 augusti 2021,122.0,143.0,6.0,,4375000.0
396,Kungälvsvägen 60,"Kungälv - Centralt,          Kungälvs kommun",27 augusti 2021,102.0,,4.0,1 114 ,3650000.0
397,Olserödsgatan 116,"Olseröd,          Kungälvs kommun",25 augusti 2021,150.0,184.0,5.0,725 ,6150000.0
398,Lefstad 370,"Kärna,          Kungälvs kommun",25 augusti 2021,105.0,169.0,5.0,1 759 ,6100000.0
399,Tjuvkil 310,"Tjuvkil,          Kungälvs kommun",24 augusti 2021,85.0,,3.0,1 027 ,3800000.0
400,Fontinvägen 16,"Bohuslän,          Kungälvs kommun",22 augusti 2021,135.0,170.0,6.0,1 012 ,6125000.0
401,Västra gatan 6,"Bohuslän,          Kungälvs kommun",21 augusti 2021,326.0,557.0,12.0,693 ,11000000.0
402,Kuskalundsvägen 36,"HÅLTA,          Kungälvs kommun",20 augusti 2021,138.0,161.0,6.0,1 339 ,4100000.0
403,Gömmet 120,"Romelanda,          Kungälvs kommun",19 augusti 2021,197.0,216.0,5.0,2 800 ,5250000.0
404,Gunneröd 200,"Kärna,          Kungälvs kommun",16 augusti 2021,40.0,50.0,3.0,789 ,2490000.0
405,Ödsmål 360,"Ödsmål,          Kungälvs kommun",16 augusti 2021,105.0,171.0,6.0,794 ,4700000.0
406,Lagvägen 41,"Ytterby,          Kungälvs kommun",10 augusti 2021,161.0,,5.0,642 ,5035000.0
407,Metesten 150,"Harestad,          Kungälvs kommun",10 augusti 2021,131.0,150.0,5.0,1 507 ,4300000.0
408,Sjöhåla 580,"Kärna,          Kungälvs kommun",9 augusti 2021,94.0,181.0,5.0,1 068 ,3490000.0
409,Duvesjön 215,"Romelanda,          Kungälvs kommun",9 augusti 2021,90.0,,3.0,1 113 ,2750000.0
410,Plogvägen 168,"Ullstorp,          Kungälvs kommun",6 augusti 2021,122.0,,5.0,299 ,5800000.0
411,Sjöhåla 380,"Holmängen,          Kungälvs kommun",6 augusti 2021,71.0,83.0,,1 527 ,2175000.0
412,Munkholmsgatan 8,"Kungälv - Centralt,          Kungälvs kommun",4 augusti 2021,120.0,180.0,7.0,639 ,6100000.0
413,Hallsbrovägen 14,"Kärna,          Kungälvs kommun",2 augusti 2021,145.0,206.0,5.0,2 108 ,4500000.0
414,Väktaregatan 9,"Centralt,          Kungälvs kommun",29 juli 2021,166.0,249.0,9.0,538 ,6900000.0
415,Rådmansgatan 11,"Kungälv Centralt,          Kungälvs kommun",23 juli 2021,167.0,289.0,6.0,547 ,6800000.0
416,Flateby 470,"Harestad,          Kungälvs kommun",21 juli 2021,61.0,68.0,3.0,1 409 ,2800000.0
417,Rondan 20,"Ödsmålsmosse,          Kungälvs kommun",20 juli 2021,82.0,157.0,4.0,1 326 ,3900000.0
418,Olserödsgatan 10,"Olseröd,          Kungälvs kommun",15 juli 2021,118.0,,5.0,285 ,4700000.0
419,Nereby 370,"Hisingen,          Kungälvs kommun",13 juli 2021,65.0,,3.0,1 840 ,3550000.0
420,Bergåsvägen 26,"Ytterby,          Kungälvs kommun",13 juli 2021,184.0,239.0,4.0,891 ,6450000.0
421,Gömmet 130,"Romelanda,          Kungälvs kommun",12 juli 2021,160.0,,7.0,3 055 ,4900000.0
422,Alvägen 5,"Bohuslän,          Kungälvs kommun",12 juli 2021,127.0,,5.0,744 ,4550000.0
423,Olserödsgatan 118,"Olseröd,          Kungälvs kommun",10 juli 2021,127.0,151.0,6.0,910 ,6200000.0
424,Gömmet 110,"Romelanda,          Kungälvs kommun",9 juli 2021,153.0,177.0,3.0,30 000 ,5600000.0
425,Olsåker 110,"Kareby,          Kungälvs kommun",8 juli 2021,139.0,199.0,6.0,16 226 ,5900000.0
426,Källeröd 192,"Kareby,          Kungälvs kommun",8 juli 2021,141.0,,6.0,1 335 ,5295000.0
427,Olvonvägen 17,"Diseröd,          Kungälvs kommun",6 juli 2021,162.0,179.0,7.0,683 ,5300000.0
428,Bäckvägen 8,"Lökeberg,          Kungälvs kommun",5 juli 2021,85.0,128.0,4.0,1 016 ,2750000.0
429,Rävsal 170,"Olseröd,          Kungälvs kommun",3 juli 2021,124.0,174.0,5.0,2 514 ,3525000.0
430,Ön 150,"Kareby,          Kungälvs kommun",29 juni 2021,127.0,,5.0,2 077 ,5750000.0
431,Klintegatan 8,"Kungälv - Centralt,          Kungälvs kommun",28 juni 2021,130.0,210.0,7.0,778 ,7100000.0
432,Marias väg 17,"Aröd,          Kungälvs kommun",24 juni 2021,99.0,133.0,4.0,1 318 ,4700000.0
