,Address,Location,Date of sale,Bo area (m²),Total Area (m²),Rooms,Plot Area (m²),Closing price (kr)
1781,Gullbringa 110,"Hålta,          Kungälvs kommun",13 februari 2015,180,NaN,5,2 068 ,3 495 000 
1782,Bärnstensvägen 1,"Kode,          Kungälvs kommun",13 februari 2015,177,177+170,7,1 070 ,3 050 000 
1783,Tvetgatan 123,"Kungälv,          Kungälvs kommun",12 februari 2015,109,NaN,5,300 ,2 450 000 
1784,Mellan-Restad 270,"Hålta,          Kungälvs kommun",12 februari 2015,160,160+14,5,1 233 ,3 315 000 
1785,Alekärr 125,"Romelanda,          Kungälvs kommun",11 februari 2015,120,NaN,3,1 950 ,3 400 000 
1786,Hällristningsgatan 12,"Kungälv Ytterby,          Kungälvs kommun",10 februari 2015,107,NaN,5,560 ,3 425 000 
1787,Tegskiftegatan 28,"Kungälv - Ytterby,          Kungälvs kommun",3 februari 2015,134,134+134,7,832 ,4 700 000 
1788,Grandalen 190,"Kungälv-Svartedalen,          Kungälvs kommun",28 januari 2015,105,105+60,3,1 378 ,1 900 000 
1789,Stenhålt 352,"Kungälv - Romelanda,          Kungälvs kommun",21 januari 2015,151,NaN,6,1 630 ,3 810 000 
1790,Vävra 120,"Bohuslän,          Kungälvs kommun",18 januari 2015,121,121+25,7,3 352 ,2 600 000 
1791,Trankärrsliden 21,"Tveten & Skälebräcke,          Kungälvs kommun",16 januari 2015,110,110+75,5,1 216 ,2 950 000 
1792,Rubinvägen 19,"Kode,          Kungälvs kommun",16 januari 2015,195,NaN,6,937 ,3 400 000 
1793,Åsebyberg 853,"Kode,          Kungälvs kommun",14 januari 2015,137,NaN,5,1 462 ,3 395 000 
1794,Lundby 475,"Kareby,          Kungälvs kommun",13 januari 2015,141,141+40,5,2 024 ,4 000 000 
1795,Bergkristallvägen 20,"Kode,          Kungälvs kommun",11 januari 2015,127,NaN,5,572 ,3 760 000 
1796,Rosenstensvägen 43,"Bohuslän,          Kungälvs kommun",2 januari 2015,135,NaN,Nan,188 ,2 600 000 
1797,Åsebyberg 685,"Kode,          Kungälvs kommun",20 december 2014,115,NaN,3,1 374 ,2 995 000 
1798,Gårdskiftegatan 17,"Tega,          Kungälvs kommun",12 december 2014,163,163+35,6,1 147 ,4 050 000 
1799,Tröskvägen 260,"Ullstorp,          Kungälvs kommun",4 december 2014,140,NaN,6,410 ,4 450 000 
1800,Skälebräckeliden 8,"Kungälv - Centrum,          Kungälvs kommun",3 december 2014,125,125+85,8,1 055 ,4 250 000 
1801,Ängsgatan 19,"Centralt,          Kungälvs kommun",28 november 2014,145,145+62,9,626 ,3 160 000 
1802,Kullegatan 10,"Centralt,          Kungälvs kommun",21 november 2014,113,113+51,7,543 ,3 275 000 
1803,Tomt centrala Ytterby,"Ytterby,          Kungälvs kommun",20 november 2014,156,NaN,7,600 ,1 150 000 
1804,Nolby 170,"Kode,          Kungälvs kommun",20 november 2014,203,203+55,6,7 383 ,4 100 000 
1805,Duvesjön 335,"Duvesjön,          Kungälvs kommun",17 november 2014,121,NaN,5,1 205 ,2 750 000 
1806,Kulperödsvägen 10,"Kungälv - Hålta,          Kungälvs kommun",17 november 2014,175,175+14,6,2 341 ,3 850 000 
1807,Häljeröd 300,"Kungälv - Romelanda,          Kungälvs kommun",16 november 2014,223,223+25,7,5 647 ,5 000 000 
1808,Stenåldersgatan 52,"Ytterby,          Kungälvs kommun",16 november 2014,117,NaN,4,345 ,3 400 000 
1809,Rondan 8,"Ödsmålsmosse,          Kungälvs kommun",14 november 2014,125,125+29,5,1 106 ,2 920 000 
1810,Älvliden 2,"Kungälv,          Kungälvs kommun",12 november 2014,118,118+50,5,405 ,3 450 000 
1811,Östergårdsgatan 23,"Ytterby,          Kungälvs kommun",12 november 2014,180,180+48,6,840 ,3 500 000 
1812,Duvesjön 217,"Duvesjön / Kungälv,          Kungälvs kommun",9 november 2014,120,120+36,4,1 091 ,3 030 000 
1813,Dotorp 230,"Kärna,          Kungälvs kommun",31 oktober 2014,64,64+42,3,986 ,1 800 000 
1814,Munkegärdegatan 251,"Kungälv,          Kungälvs kommun",28 oktober 2014,178,178+109,8,849 ,4 325 000 
1815,Duvesjön 232,"Duvesjön,          Kungälvs kommun",28 oktober 2014,122,NaN,5,1 076 ,2 780 000 
1816,Onyxvägen 23,"Kungälv, Kode,          Kungälvs kommun",23 oktober 2014,155,NaN,7,514 ,2 940 000 
1817,Västra Röd 180,"Kungälv - Harestad,          Kungälvs kommun",20 oktober 2014,150,NaN,5,Nan,5 200 000 
1818,Snäckvägen 3,"Ödsmålsmosse,          Kungälvs kommun",15 oktober 2014,76,76+28,4,1 213 ,2 575 000 
1819,Tulpanvägen 1,"Kärna,          Kungälvs kommun",13 oktober 2014,127,127+105,7,568 ,2 225 000 
1820,Tegskiftegatan 50,"Tega,          Kungälvs kommun",9 oktober 2014,112,112+57,5,856 ,3 150 000 
1821,Gråstensvägen 26,"Kode,          Kungälvs kommun",7 oktober 2014,191,NaN,6,1 149 ,3 720 000 
1822,Matskärsvägen 104,"Tjuvkil (norra delen)+Baracken,          Kungälvs kommun",2 oktober 2014,134,NaN,5,996 ,4 520 000 
1823,Idrottsgatan 26,"Marstrand, Koön,          Kungälvs kommun",26 september 2014,130,130+20,5,565 ,4 075 000 
1824,Åseby 350,"Kode,          Kungälvs kommun",25 september 2014,169,NaN,8,1 113 ,4 850 000 
1825,Västra Röd 130,"Kärna - Harestad,          Kungälvs kommun",25 september 2014,136,136+15,4,1 170 ,3 100 000 
1826,Skår 170,"Kärna,          Kungälvs kommun",25 september 2014,90,90+101,6,1 054 ,2 500 000 
1827,Önneröd 140,"Kärna,          Kungälvs kommun",15 september 2014,110,110+110,Nan,2 439 ,2 050 000 
1828,Hjälmgatan 1,"Ytterby - Stället,          Kungälvs kommun",10 september 2014,96,96+8,3,444 ,2 900 000 
1829,Prejelvägen 114,"Ullstorp,          Kungälvs kommun",9 september 2014,122,NaN,5,366 ,3 750 000 
1830,Långåkersgatan 11,"Kungälv Centralt,          Kungälvs kommun",9 september 2014,129,129+36,5,1 136 ,4 700 000 
1831,Gamla Torget 10,"Kungälv Gamla Staden,          Kungälvs kommun",8 september 2014,90,90+23,4,134 ,3 200 000 
1832,Stenåldersgatan 18,"Ytterby - Stället,          Kungälvs kommun",8 september 2014,103,NaN,4,297 ,3 366 500 
1833,Norrmannebo 680,"Romelanda,          Kungälvs kommun",2 september 2014,172,172+71,7,4 202 ,1 700 000 
1834,Vråkärrsvägen 8,"Kungälv,          Kungälvs kommun",31 augusti 2014,48,NaN,3,847 ,1 400 000 
1835,Annas Väg 14,"Kovikshamn,          Kungälvs kommun",28 augusti 2014,90,NaN,4,1 515 ,2 450 000 
1836,Västerhöjdsvägen 18,"Kärna,          Kungälvs kommun",26 augusti 2014,115,115+3,4,291 ,3 100 000 
1837,Gategården 182,"Hålta,          Kungälvs kommun",22 augusti 2014,240,240+50,8,1 484 ,2 975 000 
1838,Stenhålt 130,"Romelanda,          Kungälvs kommun",22 augusti 2014,180,NaN,5,3 824 ,3 600 000 
1839,Västra Porten 28,"Ytterby,          Kungälvs kommun",20 augusti 2014,120,120+16,3,954 ,3 485 000 
1840,Rondan 22,"Ödsmålsmosse,          Kungälvs kommun",13 augusti 2014,72,72+65,6,1 258 ,1 900 000 
1841,Duvesjön 338,"Kungälv - Romelanda,          Kungälvs kommun",8 augusti 2014,115,NaN,4,1 063 ,2 795 000 
1842,Åsebyberg 725,"Åseby,          Kungälvs kommun",2 juli 2014,156,NaN,5,1 101 ,3 525 000 
1843,Hasselvägen 4,"Romelanda - Diseröd,          Kungälvs kommun",30 juni 2014,125,125+125,9,805 ,2 300 000 
1844,Vävra 542,"Hålta,          Kungälvs kommun",25 juni 2014,109,109+15,5,1 106 ,2 750 000 
1845,Halleravägen 8B,"Kovikshamn,          Kungälvs kommun",19 juni 2014,150,150+30,7,3 419 ,6 050 000 
1846,Björkebacka 118,"Kareby,          Kungälvs kommun",19 juni 2014,145,NaN,5,2 372 ,3 200 000 
1847,Häljeröd 190,"Romelanda,          Kungälvs kommun",18 juni 2014,84,84+79,5,7 965 ,2 710 000 
1848,Hålta Annex 150,"Hålta,          Kungälvs kommun",18 juni 2014,32,NaN,2,1 208 ,1 000 000 
1849,Granndalen 14,"Lycke,          Kungälvs kommun",17 juni 2014,62,NaN,4,1 229 ,2 250 000 
1850,Vävra 540,"Bohuslän,          Kungälvs kommun",16 juni 2014,53,NaN,3,1 863 ,2 210 000 
1851,Krokens Väg 18,"Tjuvkil,          Kungälvs kommun",15 juni 2014,70,NaN,4,1 530 ,2 650 000 
1852,Kristinedalsgatan 6,"Centralt,          Kungälvs kommun",11 juni 2014,177,177+67,6,802 ,4 250 000 
1853,Illekärr 170,"Kungälv - Romelanda,          Kungälvs kommun",31 maj 2014,152,152+80,6,6 070 ,2 720 000 
1854,Lagvägen 53,"Kungälv - Ytterby,          Kungälvs kommun",27 maj 2014,157,157+51,6,779 ,2 950 000 
1855,Snäckvägen 9,"Ödsmålsmosse,          Kungälvs kommun",27 maj 2014,76,NaN,3,1 562 ,2 100 000 
1856,Matskärsvägen 102,"Tjuvkil,          Kungälvs kommun",22 maj 2014,71,NaN,3,1 433 ,4 550 000 
1857,Skårby Station 150,"Kareby,          Kungälvs kommun",22 maj 2014,97,97+50,4,3 446 ,2 020 000 
1858,Solberga 510,"Solberga - Kode,          Kungälvs kommun",20 maj 2014,98,98+58,5,1 517 ,2 215 000 
1859,Löstorp 130,"Kareby,          Kungälvs kommun",17 maj 2014,171,171+7,6,4 580 ,4 200 000 
1860,Torsby 130,"Kärna,          Kungälvs kommun",14 maj 2014,95,NaN,4,2 538 ,2 360 000 
1861,Åsleröd 110,"Ytterby,          Kungälvs kommun",10 maj 2014,57,57+57,3,975 ,1 470 000 
1862,Tingsvägen 3,"Ytterby,          Kungälvs kommun",8 maj 2014,143,NaN,6,723 ,2 570 000 
1863,Bremnäs 390,"Lycke, Kärna,          Kungälvs kommun",2 maj 2014,98,NaN,3,2 770 ,2 850 000 
1864,Ulvesund 412,"Ytterby-Ulvesund,          Kungälvs kommun",30 april 2014,106,NaN,4,806 ,2 800 000 
1865,Lundby 340,"Kareby,          Kungälvs kommun",29 april 2014,147,NaN,6,1 648 ,3 200 000 
1866,Rådalsvägen 7,"Aröd,          Kungälvs kommun",29 april 2014,60,60+31,5,1 500 ,2 500 000 
1867,Västerhöjdsvägen 26,"Kärna,          Kungälvs kommun",26 april 2014,103,NaN,5,250 ,2 900 000 
1868,Parken 110,"Solberga Kode,          Kungälvs kommun",22 april 2014,157,157+100,5,4 160 ,3 950 000 
1869,Västra Brattön,"Brattön,          Kungälvs kommun",18 april 2014,70,NaN,4,1 377 ,4 900 000 
1870,Kämpegatan 7,"Centralt,          Kungälvs kommun",16 april 2014,121,121+103,6,899 ,3 125 000 
1871,Skäggstorp 160,"Kode,          Kungälvs kommun",15 april 2014,28,NaN,2,1 257 ,600 000 
1872,Grokareby 110,"Kareby,          Kungälvs kommun",12 april 2014,120,120+80,4,2 367 ,2 400 000 
1873,Fågelstigen 44,"Kungälv,          Kungälvs kommun",6 april 2014,128,NaN,5,377 ,3 275 000 
1874,Heden 190,"Kärna - Harestad,          Kungälvs kommun",26 mars 2014,74,74+45,4,2 064 ,2 482 000 
1875,Mantalsgatan 9,"Ytterby,          Kungälvs kommun",26 mars 2014,175,175+35,8,1 105 ,3 850 000 
1876,Granndalen 5,"Lycke,          Kungälvs kommun",25 mars 2014,91,NaN,4,1 330 ,2 095 000 
1877,Lundby 390,"Kareby,          Kungälvs kommun",21 mars 2014,180,180+115,Nan,5 123 ,2 595 000 
1878,Vältvägen 509,"Ullstorp,          Kungälvs kommun",20 mars 2014,105,105+10,4,319 ,3 160 000 
1879,Matskärsvägen 98b,"Tjuvkil,          Kungälvs kommun",18 mars 2014,90,NaN,4,1 012 ,3 825 000 
1880,Topasvägen 11,"Kode,          Kungälvs kommun",13 mars 2014,103,103+95,6,742 ,2 375 000 
1881,Gunneröd 170,"Lycke,          Kungälvs kommun",12 mars 2014,98,NaN,3,2 301 ,2 350 000 
1882,Häljeröd 550,"Kode,          Kungälvs kommun",11 mars 2014,135,135+35,4,3 880 ,2 530 000 
1883,Duvesjön 312,"Duvesjön,          Kungälvs kommun",10 mars 2014,119,NaN,5,1 652 ,3 100 000 
1884,Lagvägen 31,"Ytterby,          Kungälvs kommun",7 mars 2014,89,89+76,4,1 330 ,2 175 000 
1885,Helgonagatan 192,"Munkegärde,          Kungälvs kommun",5 mars 2014,93,93+21,5,191 ,2 900 000 
1886,Högalidsgatan 5,"Centralt,          Kungälvs kommun",4 mars 2014,109,109+109,4,805 ,2 820 000 
1887,Solhultsgatan 17,"Centralt,          Kungälvs kommun",27 februari 2014,189,189+15,8,481 ,2 900 000 
1888,Gunneröd 270,"Lycke,          Kungälvs kommun",20 februari 2014,57,57+45,4,2 646 ,1 850 000 
1889,Lönnvägen 3,"Enekullen,          Kungälvs kommun",13 februari 2014,148,NaN,6,635 ,3 100 000 
1890,Ulvesund 410,"Ytterby-Ulvesund,          Kungälvs kommun",8 februari 2014,77,77+25,5,795 ,2 230 000 
1891,Ulvebackegatan 12,"Ulvegärde,          Kungälvs kommun",3 februari 2014,140,140+38,5,914 ,3 625 000 
1892,Gårdskiftegatan 16,"Ytterby,          Kungälvs kommun",21 januari 2014,114,NaN,5,139 ,2 083 000 
1893,Fridhemsgatan 9,"Centralt,          Kungälvs kommun",21 januari 2014,137,137+90,6,850 ,3 525 000 
1894,Bärnstensvägen 6,"Kode,          Kungälvs kommun",17 januari 2014,93,93+92,4,1 009 ,2 275 000 
1895,Prejelvägen 110,"Ullstorp,          Kungälvs kommun",15 januari 2014,122,122+5,5,320 ,3 230 000 
1896,Ulvesund 464,"Ytterby-Ulvesund,          Kungälvs kommun",23 december 2013,63,NaN,2,743 ,1 750 000 
1897,Hällristningsgatan 15,"Stället,          Kungälvs kommun",16 december 2013,107,107+5,5,430 ,3 300 000 
1898,Väktaregatan 5,"Centralt,          Kungälvs kommun",12 december 2013,142,142+70,6,566 ,4 850 000 
1899,Solskiftegatan 9,"Tega,          Kungälvs kommun",6 december 2013,140,140+58,6,958 ,2 850 000 
1900,Rishammar 260,"Bohuslän,          Kungälvs kommun",29 november 2013,154,154+86,7,2 982 ,2 525 000 
1901,Skurhagagatan 4,"Centralt,          Kungälvs kommun",29 november 2013,190,190+75,7,798 ,2 750 000 
1902,Domsvägen 4,"Ytterby,          Kungälvs kommun",27 november 2013,98,98+77,5,858 ,2 150 000 
1903,Åldermansvägen 9,"Ytterby,          Kungälvs kommun",25 november 2013,174,174+74,5,1 119 ,3 600 000 
1904,Västerhöjdsvägen 24,"Kärna,          Kungälvs kommun",15 november 2013,150,NaN,5,596 ,4 160 000 
1905,Thorilds Gränd 9,"Centralt,          Kungälvs kommun",15 november 2013,121,121+3,4,422 ,4 610 000 
1906,Åldermansvägen 12,"Ytterby,          Kungälvs kommun",13 november 2013,124,124+124,5,909 ,3 745 000 
1907,Lundby 380,"Kareby,          Kungälvs kommun",12 november 2013,140,NaN,4,1 818 ,2 900 000 
